"Facility RPA","Facility Sub Region","Facility WPA","Facility District","Permit","Site Name","Operator","Permit Type","Easting","Northing","Post Code","Form","Basic Waste Cat","EWC Chapter","EWC Sub Chapter","EWC Waste Desc","Waste Code","Site Category","Facility Type","Recorded Destination","Destination WPA","Destination Region","Fate","R and D code","Tonnes Removed","SOC Category","SOC Sub Category"
"East of England","Suffolk","Suffolk","West Suffolk","400422","Lakenheath Recycling Facility","Sutton Services Limited","S0811 : Inert & excavation Waste TS + treatment",570800,282200,"IP27 9BX","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","bricks","17 01 02","Treatment","Inert Waste Transfer / Treatment","Suffolk","Suffolk","East of England","Recovery","R05",1050,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","West Suffolk","400422","Lakenheath Recycling Facility","Sutton Services Limited","S0811 : Inert & excavation Waste TS + treatment",570800,282200,"IP27 9BX","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Bituminous mixtures - coal tar and tarred products","bituminous mixtures other than those mentioned in 17 03 01","17 03 02","Treatment","Inert Waste Transfer / Treatment","Suffolk","Suffolk","East of England","Recovery","R05",631,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","West Suffolk","400422","Lakenheath Recycling Facility","Sutton Services Limited","S0811 : Inert & excavation Waste TS + treatment",570800,282200,"IP27 9BX","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Soil (including excavated soil from contaminated sites) - stones and dredging spoil","soil and stones other than those mentioned in 17 05 03","17 05 04","Treatment","Inert Waste Transfer / Treatment","Suffolk","Suffolk","East of England","Recovery","R05",3767,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","West Suffolk","70763","Mildenhall Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",572987,275023,"IP28 7JQ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06","17 01 07","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",45,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","West Suffolk","404585","A & S Topsoils","Mr Nathan Tidd And Mr Steven Tidd","SR2010 No12 : Treatment of waste to produce soil <75,000 tpy",570711,278273,"IP28 8LX","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Soil (including excavated soil from contaminated sites) - stones and dredging spoil","soil and stones other than those mentioned in 17 05 03","17 05 04","Treatment","Physical Treatment","Suffolk","Suffolk","East of England","Recovery","R05",672,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","West Suffolk","103340","The Yard","Medley                   James","S0801 : HCI Waste Transfer Station",567827,274872,"IP28 8PS","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06","17 01 07","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R03",1520.3,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","West Suffolk","103340","The Yard","Medley                   James","S0801 : HCI Waste Transfer Station",567827,274872,"IP28 8PS","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Soil (including excavated soil from contaminated sites) - stones and dredging spoil","soil and stones other than those mentioned in 17 05 03","17 05 04","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R03",131,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","Ipswich","70769","Cooks Waste Kare Limited","Cooks Wastekare Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",617648,241900,"IP3 0ET","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06","17 01 07","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",6045,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Ipswich","70769","Cooks Waste Kare Limited","Cooks Wastekare Ltd","A11 : Household, Commercial & Industrial  Waste Transfer Stn",617648,241900,"IP3 0ET","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Gypsum-based construction material","gypsum-based construction materials other than those mentioned in 17 08 01","17 08 02","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R03",178,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","West Suffolk","75071","Hollow Road Transfer Station","Shotley Holdings Ltd","S0807 : HCI Waste TS + treatment + asbestos",586336,266257,"IP31 1SJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06","17 01 07","Treatment","Haz Waste Transfer / Treatment","Suffolk","Suffolk","East of England","Recovery","R13",3094,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","West Suffolk","75071","Hollow Road Transfer Station","Shotley Holdings Ltd","S0807 : HCI Waste TS + treatment + asbestos",586336,266257,"IP31 1SJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Soil (including excavated soil from contaminated sites) - stones and dredging spoil","soil and stones other than those mentioned in 17 05 03","17 05 04","Treatment","Haz Waste Transfer / Treatment","Suffolk","Suffolk","East of England","Recovery","R13",3398.91,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","West Suffolk","75071","Hollow Road Transfer Station","Shotley Holdings Ltd","S0807 : HCI Waste TS + treatment + asbestos",586336,266257,"IP31 1SJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Gypsum-based construction material","gypsum-based construction materials other than those mentioned in 17 08 01","17 08 02","Treatment","Haz Waste Transfer / Treatment","Suffolk","Suffolk","East of England","Recovery","R13",309.2,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","West Suffolk","75071","Hollow Road Transfer Station","Shotley Holdings Ltd","S0807 : HCI Waste TS + treatment + asbestos",586336,266257,"IP31 1SJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Other construction and demolition wastes","mixed construction and demolition wastes other than those mentioned in 17 09 01, 17 09 02 and 17 09 03","17 09 04","Treatment","Haz Waste Transfer / Treatment","Suffolk","Suffolk","East of England","Recovery","R13",14479.72,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","West Suffolk","75071","Hollow Road Transfer Station","Shotley Holdings Ltd","S0807 : HCI Waste TS + treatment + asbestos",586336,266257,"IP31 1SJ","Solid","Hazardous","17 - CONSTRUCTION AND DEMOLITION WASTES","Insulation materials and asbestos-containing construction materials","insulation materials containing asbestos","17 06 01*","Treatment","Haz Waste Transfer / Treatment","Suffolk","Suffolk","East of England","Transfer (D)","D15",30.09,"12 - Mineral wastes","Asbestos wastes"
"East of England","Suffolk","Suffolk","West Suffolk","75071","Hollow Road Transfer Station","Shotley Holdings Ltd","S0807 : HCI Waste TS + treatment + asbestos",586336,266257,"IP31 1SJ","Solid","Hazardous","17 - CONSTRUCTION AND DEMOLITION WASTES","Insulation materials and asbestos-containing construction materials","construction materials containing asbestos","17 06 05*","Treatment","Haz Waste Transfer / Treatment","Suffolk","Suffolk","East of England","Transfer (D)","D15",217.757,"12 - Mineral wastes","Asbestos wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","101327","R And D Construction Recycling Facility","R And D Construction Ltd","SR2010 No12 : Treatment of waste to produce soil <75,000 tpy",599300,272000,"IP31 3AJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06","17 01 07","Treatment","Physical Treatment","Suffolk","Suffolk","East of England","Recovery","R05",1988,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","WP3438HZ","SUEZ Suffolk Energy from Waste Facility  EPR/WP3438HZ","SUEZ Recycling and Recovery Suffolk Ltd","B06 : Municipal Waste Incinerator",612300,249600,"IP6 0JE","Solid","Inert/C+D","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","minerals (for example sand, stones)","19 12 09","Incineration","Municipal Waste Incinerator","Suffolk","Suffolk","East of England","Recovery","R03",7745.42,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","Mid Suffolk","406065","Masons Landfill Site","Ipswich Grab Hire Limited","A16 : Physical Treatment Facility",611773,249933,"IP6 0JX","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06","17 01 07","Treatment","Physical Treatment","Suffolk","Suffolk","East of England","Recovery","R05",932,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","102346","Malting Farm","J T Few Plant Hire Limited","S0811 : Inert & excavation Waste TS + treatment",611637,251472,"IP6 0LX","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Other construction and demolition wastes","mixed construction and demolition wastes other than those mentioned in 17 09 01, 17 09 02 and 17 09 03","17 09 04","Treatment","Inert Waste Transfer / Treatment","Suffolk","Suffolk","East of England","Landfill","D01",36,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","10 - THERMAL PROCESSES WASTE","Casting of ferrous pieces","casting cores and moulds which have undergone pouring other than those mentioned in 10 09 07","10 09 08","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Landfill","D05",14.34,"12 - Mineral wastes","Various mineral wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hazardous","17 - CONSTRUCTION AND DEMOLITION WASTES","Other construction and demolition wastes","other construction and demolition wastes (including mixed wastes) containing dangerous substances","17 09 03*","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Landfill","D05",24.9,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Hhold/Ind/Com","10 - THERMAL PROCESSES WASTE","Casting of ferrous pieces","casting cores and moulds which have undergone pouring other than those mentioned in 10 09 07","10 09 08","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",10.68,"12 - Mineral wastes","Various mineral wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Gypsum-based construction material","gypsum-based construction materials other than those mentioned in 17 08 01","17 08 02","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",17.58,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Gypsum-based construction material","gypsum-based construction materials other than those mentioned in 17 08 01","17 08 02","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",10.86,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Other construction and demolition wastes","mixed construction and demolition wastes other than those mentioned in 17 09 01, 17 09 02 and 17 09 03","17 09 04","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",116.44,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","minerals (for example sand, stones)","19 12 09","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",1077.14,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","minerals (for example sand, stones)","19 12 09","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",1008.34,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","20 - MUNICIPAL WASTES","Garden and park wastes (including cemetery waste)","soil and stones","20 02 02","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",197,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","Babergh","71269","Hadleigh Household Waste Recycling Centre","F C C Recycling ( U K ) Limited","A13 : Household Waste Amenity Site",603558,243614,"IP7 6AH","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06","17 01 07","Transfer","CA Site","Suffolk","Suffolk","East of England","Recovery","R05",24.1,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Babergh","SP3239BB","Folly Farm Waste Management Facility","Shotley Holdings Limited","L01 : Hazardous Merchant LF",612310,236360,"IP9 2NY","Solid","Inert/C+D","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","minerals (for example sand, stones)","19 12 09","Landfill","Hazardous Merchant LF","Suffolk","Suffolk","East of England","Landfill","D05",420.22,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","Babergh","SP3239BB","Folly Farm Waste Management Facility","Shotley Holdings Limited","L01 : Hazardous Merchant LF",612310,236360,"IP9 2NY","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06","17 01 07","Landfill","Hazardous Merchant LF","Suffolk","Suffolk","East of England","Recovery","R05",17736.47,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","Babergh","SP3239BB","Folly Farm Waste Management Facility","Shotley Holdings Limited","L01 : Hazardous Merchant LF",612310,236360,"IP9 2NY","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Soil (including excavated soil from contaminated sites) - stones and dredging spoil","soil and stones other than those mentioned in 17 05 03","17 05 04","Landfill","Hazardous Merchant LF","Suffolk","Suffolk","East of England","Recovery","R05",26604.61,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","Babergh","SP3239BB","Folly Farm Waste Management Facility","Shotley Holdings Limited","L01 : Hazardous Merchant LF",612310,236360,"IP9 2NY","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Other construction and demolition wastes","mixed construction and demolition wastes other than those mentioned in 17 09 01, 17 09 02 and 17 09 03","17 09 04","Landfill","Hazardous Merchant LF","Suffolk","Suffolk","East of England","Recovery","R13",14572.47,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","East Suffolk","70800","Lowestoft","Anti - Waste Ltd","A9 : Hazardous Waste Transfer Station",652667,289441,"NR33 7NF","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06","17 01 07","Transfer","Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",92.24,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","East Suffolk","403412","31-35 Pinbush Road","C R Hales Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",NA,NA,"NR33 7NL","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06","17 01 07","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",1228.38,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","East Suffolk","403412","31-35 Pinbush Road","C R Hales Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",NA,NA,"NR33 7NL","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Soil (including excavated soil from contaminated sites) - stones and dredging spoil","soil and stones other than those mentioned in 17 05 03","17 05 04","Transfer","Non-Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R05",309.3,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","East Suffolk","71416","B & B Skip Hire","B & B Skip Hire Limited","A9 : Hazardous Waste Transfer Station",645144,288505,"NR34 7TL","Solid","Hazardous","17 - CONSTRUCTION AND DEMOLITION WASTES","Insulation materials and asbestos-containing construction materials","construction materials containing asbestos","17 06 05*","Transfer","Haz Waste Transfer","Suffolk","Suffolk","East of England","Landfill","D05",26.32,"12 - Mineral wastes","Asbestos wastes"
"East of England","Suffolk","Suffolk","East Suffolk","71416","B & B Skip Hire","B & B Skip Hire Limited","A9 : Hazardous Waste Transfer Station",645144,288505,"NR34 7TL","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Soil (including excavated soil from contaminated sites) - stones and dredging spoil","soil and stones other than those mentioned in 17 05 03","17 05 04","Transfer","Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",5846.779,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","East Suffolk","71416","B & B Skip Hire","B & B Skip Hire Limited","A9 : Hazardous Waste Transfer Station",645144,288505,"NR34 7TL","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Gypsum-based construction material","gypsum-based construction materials other than those mentioned in 17 08 01","17 08 02","Transfer","Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",93.7,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","East Suffolk","71416","B & B Skip Hire","B & B Skip Hire Limited","A9 : Hazardous Waste Transfer Station",645144,288505,"NR34 7TL","Solid","Inert/C+D","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","minerals (for example sand, stones)","19 12 09","Transfer","Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",5258.24,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","East Suffolk","71416","B & B Skip Hire","B & B Skip Hire Limited","A9 : Hazardous Waste Transfer Station",645144,288505,"NR34 7TL","Solid","Hazardous","19 - WASTE AND WATER TREATMENT WASTES","Soil and groundwater remediation","solid wastes from soil remediation containing dangerous substances","19 13 01*","Transfer","Haz Waste Transfer","Suffolk","Suffolk","East of England","Recovery","R13",3.57,"12 - Mineral wastes","Contaminated soils and polluted dredging spoils"
"East of England","Suffolk","Suffolk","East Suffolk","402806","B & B Skip Hire Ltd","B & B Skip Hire","SR2010 No12 : Treatment of waste to produce soil <75,000 tpy",645232,288439,"NR34 7TL","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Soil (including excavated soil from contaminated sites) - stones and dredging spoil","soil and stones other than those mentioned in 17 05 03","17 05 04","Treatment","Physical Treatment","Suffolk","Suffolk","East of England","Recovery","R13",4153.54,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","East Suffolk","402806","B & B Skip Hire Ltd","B & B Skip Hire","SR2010 No12 : Treatment of waste to produce soil <75,000 tpy",645232,288439,"NR34 7TL","Solid","Inert/C+D","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","minerals (for example sand, stones)","19 12 09","Treatment","Physical Treatment","Suffolk","Suffolk","East of England","Recovery","R13",3154.88,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","East Suffolk","71499","V C Cooke Limited","V C Cooke Limited","A17 : Physico-Chemical Treatment Facility",644141,288496,"NR34 7TQ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","concrete","17 01 01","Treatment","Physical-Chemical Treatment","Suffolk","Suffolk","East of England","Recovery","R05",237.34,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","East Suffolk","71499","V C Cooke Limited","V C Cooke Limited","A17 : Physico-Chemical Treatment Facility",644141,288496,"NR34 7TQ","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Concrete - bricks - tiles and ceramics","bricks","17 01 02","Treatment","Physical-Chemical Treatment","Suffolk","Suffolk","East of England","Recovery","R05",1670.16,"12 - Mineral wastes","Construction and demolition wastes"
"East of England","Suffolk","Suffolk","East Suffolk","402654","Henham Quarry","The Lyndon Pallett Group Limited","A16 : Physical Treatment Facility",645329,279075,"NR34 8AD","Solid","Inert/C+D","17 - CONSTRUCTION AND DEMOLITION WASTES","Soil (including excavated soil from contaminated sites) - stones and dredging spoil","soil and stones other than those mentioned in 17 05 03","17 05 04","Treatment","Physical Treatment","Suffolk","Suffolk","East of England","Recovery","R05",70.08,"12 - Mineral wastes","Naturally occurring minerals"
"East of England","Suffolk","Suffolk","Mid Suffolk","100175","Debtrac Centre","Sackers Limited","A11 : Household, Commercial & Industrial  Waste Transfer Stn",609700,254010,"IP6 8DJ","Solid","Inert/C+D","19 - WASTE AND WATER TREATMENT WASTES","Mechanical treatment of waste (for example sorting - crushing - compacting - pelletising) not otherwise specified","minerals (for example sand, stones)","19 12 09","Transfer","Non-Haz Waste Transfer","West Yorkshire","West Yorkshire","Yorks & Humber","Recovery","R05",352.8,"12 - Mineral wastes","Naturally occurring minerals"
